LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ASHLEY SWEARENGIN,BETTY T YEE,
LOS ANGELES,9002563A,4221,358,N,953,POLLING PLACE,107,4,88,
LOS ANGELES,9002563A,4221,358,N,,VBM PORTION,13,,12,
LOS ANGELES,9002563A,4221,358,N,953,TOTAL,120,4,100,
LOS ANGELES,9002566A,4222,358,N,922,POLLING PLACE,89,11,71,
LOS ANGELES,9002566A,4222,358,N,,VBM PORTION,20,,18,
LOS ANGELES,9002566A,4222,358,N,922,TOTAL,109,11,89,
LOS ANGELES,9002568A,4223,358,N,814,POLLING PLACE,101,9,81,
LOS ANGELES,9002568A,4223,358,N,,VBM PORTION,25,2,21,
LOS ANGELES,9002568A,4223,358,N,814,TOTAL,126,11,102,
LOS ANGELES,9002572A,4224,358,N,1133,POLLING PLACE,136,9,120,
LOS ANGELES,9002572A,4224,358,N,,VBM PORTION,43,1,35,
LOS ANGELES,9002572A,4224,358,N,1133,TOTAL,179,10,155,
LOS ANGELES,9002573B,4225,177,N,540,POLLING PLACE,63,9,52,
LOS ANGELES,9002573B,4225,177,N,,VBM PORTION,33,6,23,
LOS ANGELES,9002573B,4225,177,N,540,TOTAL,96,15,75,
LOS ANGELES,9002579A,6310,30,Y,,POLLING PLACE,,,,
LOS ANGELES,9002579A,6310,30,Y,,VBM PORTION,,,,
LOS ANGELES,9002579A,6310,30,Y,,TOTAL,,,,
LOS ANGELES,9002580A,4226,325,N,491,POLLING PLACE,106,31,68,
LOS ANGELES,9002580A,4226,325,N,,VBM PORTION,39,10,24,
LOS ANGELES,9002580A,4226,325,N,491,TOTAL,145,41,92,
LOS ANGELES,9002583A,4227,358,N,1101,POLLING PLACE,160,17,130,
LOS ANGELES,9002583A,4227,358,N,,VBM PORTION,29,1,26,
LOS ANGELES,9002583A,4227,358,N,1101,TOTAL,189,18,156,
LOS ANGELES,9002584A,4228,358,N,1214,POLLING PLACE,155,14,131,
LOS ANGELES,9002584A,4228,358,N,,VBM PORTION,39,2,34,
LOS ANGELES,9002584A,4228,358,N,1214,TOTAL,194,16,165,
LOS ANGELES,9002587A,4229,359,N,1171,POLLING PLACE,143,24,108,
LOS ANGELES,9002587A,4229,359,N,,VBM PORTION,33,1,25,
LOS ANGELES,9002587A,4229,359,N,1171,TOTAL,176,25,133,
LOS ANGELES,9002588B,4230,359,N,836,POLLING PLACE,100,17,71,
LOS ANGELES,9002588B,4230,359,N,,VBM PORTION,30,2,26,
LOS ANGELES,9002588B,4230,359,N,836,TOTAL,130,19,97,
LOS ANGELES,9002591A,4231,361,N,643,POLLING PLACE,103,11,89,
LOS ANGELES,9002591A,4231,361,N,,VBM PORTION,21,1,16,
LOS ANGELES,9002591A,4231,361,N,643,TOTAL,124,12,105,
LOS ANGELES,9002594A,4232,360,N,1165,POLLING PLACE,165,32,121,
LOS ANGELES,9002594A,4232,360,N,,VBM PORTION,55,14,38,
LOS ANGELES,9002594A,4232,360,N,1165,TOTAL,220,46,159,
LOS ANGELES,9002596A,4233,360,N,705,POLLING PLACE,140,16,116,
LOS ANGELES,9002596A,4233,360,N,,VBM PORTION,55,11,39,
LOS ANGELES,9002596A,4233,360,N,705,TOTAL,195,27,155,
LOS ANGELES,9002602A,6311,178,Y,80,POLLING PLACE,,,,
LOS ANGELES,9002602A,6311,178,Y,,VBM PORTION,3,1,1,
LOS ANGELES,9002602A,6311,178,Y,80,TOTAL,3,1,1,
LOS ANGELES,9002612A,6312,69,Y,,POLLING PLACE,,,,
LOS ANGELES,9002612A,6312,69,Y,,VBM PORTION,,,,
LOS ANGELES,9002612A,6312,69,Y,,TOTAL,,,,
LOS ANGELES,9002614A,6313,53,Y,,POLLING PLACE,,,,
LOS ANGELES,9002614A,6313,53,Y,,VBM PORTION,,,,
LOS ANGELES,9002614A,6313,53,Y,,TOTAL,,,,
LOS ANGELES,9002616B,4234,368,N,1055,POLLING PLACE,210,65,132,
LOS ANGELES,9002616B,4234,368,N,,VBM PORTION,44,12,26,
LOS ANGELES,9002616B,4234,368,N,1055,TOTAL,254,77,158,
LOS ANGELES,9002618A,4235,368,N,1117,POLLING PLACE,160,42,109,
LOS ANGELES,9002618A,4235,368,N,,VBM PORTION,35,11,22,
LOS ANGELES,9002618A,4235,368,N,1117,TOTAL,195,53,131,
LOS ANGELES,9002620B,4236,368,N,947,POLLING PLACE,205,32,139,
LOS ANGELES,9002620B,4236,368,N,,VBM PORTION,51,14,31,
LOS ANGELES,9002620B,4236,368,N,947,TOTAL,256,46,170,
LOS ANGELES,9002621A,4237,368,N,989,POLLING PLACE,108,26,66,
LOS ANGELES,9002621A,4237,368,N,,VBM PORTION,59,19,31,
LOS ANGELES,9002621A,4237,368,N,989,TOTAL,167,45,97,
LOS ANGELES,9002622A,6314,30,Y,31,POLLING PLACE,,,,
LOS ANGELES,9002622A,6314,30,Y,,VBM PORTION,6,4,1,
LOS ANGELES,9002622A,6314,30,Y,31,TOTAL,6,4,1,
LOS ANGELES,9002624A,6315,307,Y,5,POLLING PLACE,,,,
LOS ANGELES,9002624A,6315,307,Y,,VBM PORTION,,,,
LOS ANGELES,9002624A,6315,307,Y,5,TOTAL,,,,
LOS ANGELES,9002625A,6316,217,Y,,POLLING PLACE,,,,
LOS ANGELES,9002625A,6316,217,Y,,VBM PORTION,,,,
LOS ANGELES,9002625A,6316,217,Y,,TOTAL,,,,
LOS ANGELES,9002629A,4238,210,N,398,POLLING PLACE,87,12,73,
LOS ANGELES,9002629A,4238,210,N,,VBM PORTION,29,10,16,
LOS ANGELES,9002629A,4238,210,N,398,TOTAL,116,22,89,
LOS ANGELES,9002630A,4239,373,N,400,POLLING PLACE,45,17,24,
LOS ANGELES,9002630A,4239,373,N,,VBM PORTION,28,12,11,
LOS ANGELES,9002630A,4239,373,N,400,TOTAL,73,29,35,
LOS ANGELES,9002630B,4240,368,N,413,POLLING PLACE,60,14,43,
LOS ANGELES,9002630B,4240,368,N,,VBM PORTION,2,,2,
LOS ANGELES,9002630B,4240,368,N,413,TOTAL,62,14,45,
LOS ANGELES,9002632A,4241,368,N,920,POLLING PLACE,186,50,121,
LOS ANGELES,9002632A,4241,368,N,,VBM PORTION,38,10,26,
LOS ANGELES,9002632A,4241,368,N,920,TOTAL,224,60,147,
LOS ANGELES,9002633A,4242,368,N,1062,POLLING PLACE,206,40,147,
LOS ANGELES,9002633A,4242,368,N,,VBM PORTION,21,1,17,
LOS ANGELES,9002633A,4242,368,N,1062,TOTAL,227,41,164,
LOS ANGELES,9002636A,4243,368,N,1011,POLLING PLACE,182,37,128,
LOS ANGELES,9002636A,4243,368,N,,VBM PORTION,34,7,25,
LOS ANGELES,9002636A,4243,368,N,1011,TOTAL,216,44,153,
LOS ANGELES,9002638A,4244,211,N,588,POLLING PLACE,85,12,66,
LOS ANGELES,9002638A,4244,211,N,,VBM PORTION,27,5,20,
LOS ANGELES,9002638A,4244,211,N,588,TOTAL,112,17,86,
LOS ANGELES,9002648B,4245,198,N,1047,POLLING PLACE,216,37,170,
LOS ANGELES,9002648B,4245,198,N,,VBM PORTION,44,6,34,
LOS ANGELES,9002648B,4245,198,N,1047,TOTAL,260,43,204,
LOS ANGELES,9002655A,6317,200,Y,4,POLLING PLACE,,,,
LOS ANGELES,9002655A,6317,200,Y,,VBM PORTION,2,,1,
LOS ANGELES,9002655A,6317,200,Y,4,TOTAL,2,,1,
LOS ANGELES,9002657A,4246,393,N,989,POLLING PLACE,127,37,80,
LOS ANGELES,9002657A,4246,393,N,,VBM PORTION,46,15,28,
LOS ANGELES,9002657A,4246,393,N,989,TOTAL,173,52,108,
LOS ANGELES,9002662A,4247,393,N,883,POLLING PLACE,98,23,66,
LOS ANGELES,9002662A,4247,393,N,,VBM PORTION,40,7,27,
LOS ANGELES,9002662A,4247,393,N,883,TOTAL,138,30,93,
LOS ANGELES,9002668A,4248,393,N,1072,POLLING PLACE,176,60,98,
LOS ANGELES,9002668A,4248,393,N,,VBM PORTION,62,28,26,
LOS ANGELES,9002668A,4248,393,N,1072,TOTAL,238,88,124,
LOS ANGELES,9002669A,4249,393,N,1246,POLLING PLACE,175,50,107,
LOS ANGELES,9002669A,4249,393,N,,VBM PORTION,62,30,28,
LOS ANGELES,9002669A,4249,393,N,1246,TOTAL,237,80,135,
LOS ANGELES,9002673C,4250,312,N,852,POLLING PLACE,132,10,108,
LOS ANGELES,9002673C,4250,312,N,,VBM PORTION,24,1,20,
LOS ANGELES,9002673C,4250,312,N,852,TOTAL,156,11,128,
LOS ANGELES,9002674A,6318,327,Y,16,POLLING PLACE,,,,
LOS ANGELES,9002674A,6318,327,Y,,VBM PORTION,7,2,3,
LOS ANGELES,9002674A,6318,327,Y,16,TOTAL,7,2,3,
LOS ANGELES,9002675A,4251,393,N,1002,POLLING PLACE,170,60,102,
LOS ANGELES,9002675A,4251,393,N,,VBM PORTION,73,24,42,
LOS ANGELES,9002675A,4251,393,N,1002,TOTAL,243,84,144,
LOS ANGELES,9002679A,6319,123,Y,57,POLLING PLACE,,,,
LOS ANGELES,9002679A,6319,123,Y,,VBM PORTION,12,9,2,
LOS ANGELES,9002679A,6319,123,Y,57,TOTAL,12,9,2,
LOS ANGELES,9002681A,4252,393,N,986,POLLING PLACE,192,53,120,
LOS ANGELES,9002681A,4252,393,N,,VBM PORTION,83,38,32,
LOS ANGELES,9002681A,4252,393,N,986,TOTAL,275,91,152,
LOS ANGELES,9002681B,4253,393,N,1070,POLLING PLACE,220,76,130,
LOS ANGELES,9002681B,4253,393,N,,VBM PORTION,104,45,47,
LOS ANGELES,9002681B,4253,393,N,1070,TOTAL,324,121,177,
LOS ANGELES,9002688A,4254,395,N,1141,POLLING PLACE,240,119,97,
LOS ANGELES,9002688A,4254,395,N,,VBM PORTION,148,82,48,
LOS ANGELES,9002688A,4254,395,N,1141,TOTAL,388,201,145,
LOS ANGELES,9002689A,4255,395,N,824,POLLING PLACE,171,77,70,
LOS ANGELES,9002689A,4255,395,N,,VBM PORTION,181,103,62,
LOS ANGELES,9002689A,4255,395,N,824,TOTAL,352,180,132,
LOS ANGELES,9002691A,4256,200,N,961,POLLING PLACE,145,20,113,
LOS ANGELES,9002691A,4256,200,N,,VBM PORTION,23,4,14,
LOS ANGELES,9002691A,4256,200,N,961,TOTAL,168,24,127,
LOS ANGELES,9002694A,6320,56,Y,,POLLING PLACE,,,,
LOS ANGELES,9002694A,6320,56,Y,,VBM PORTION,,,,
LOS ANGELES,9002694A,6320,56,Y,,TOTAL,,,,
LOS ANGELES,9002698A,4257,393,N,1133,POLLING PLACE,271,106,147,
LOS ANGELES,9002698A,4257,393,N,,VBM PORTION,117,41,63,
LOS ANGELES,9002698A,4257,393,N,1133,TOTAL,388,147,210,
LOS ANGELES,9002702A,6321,369,Y,14,POLLING PLACE,,,,
LOS ANGELES,9002702A,6321,369,Y,,VBM PORTION,,,,
LOS ANGELES,9002702A,6321,369,Y,14,TOTAL,,,,
LOS ANGELES,9002704A,4258,124,N,817,POLLING PLACE,212,54,143,
LOS ANGELES,9002704A,4258,124,N,,VBM PORTION,50,13,36,
LOS ANGELES,9002704A,4258,124,N,817,TOTAL,262,67,179,
LOS ANGELES,9002706A,4259,309,N,639,POLLING PLACE,61,5,54,
LOS ANGELES,9002706A,4259,309,N,,VBM PORTION,11,3,6,
LOS ANGELES,9002706A,4259,309,N,639,TOTAL,72,8,60,
LOS ANGELES,9002712B,6322,322,Y,,POLLING PLACE,,,,
LOS ANGELES,9002712B,6322,322,Y,,VBM PORTION,,,,
LOS ANGELES,9002712B,6322,322,Y,,TOTAL,,,,
LOS ANGELES,9002714A,4260,200,N,1033,POLLING PLACE,169,27,128,
LOS ANGELES,9002714A,4260,200,N,,VBM PORTION,80,18,58,
LOS ANGELES,9002714A,4260,200,N,1033,TOTAL,249,45,186,
LOS ANGELES,9002716A,4261,183,N,953,POLLING PLACE,192,76,99,
LOS ANGELES,9002716A,4261,183,N,,VBM PORTION,107,49,51,
LOS ANGELES,9002716A,4261,183,N,953,TOTAL,299,125,150,
LOS ANGELES,9002719B,4262,214,N,1028,POLLING PLACE,183,33,137,
LOS ANGELES,9002719B,4262,214,N,,VBM PORTION,18,4,12,
LOS ANGELES,9002719B,4262,214,N,1028,TOTAL,201,37,149,
LOS ANGELES,9002730A,4263,55,N,857,POLLING PLACE,162,71,80,
LOS ANGELES,9002730A,4263,55,N,,VBM PORTION,29,17,12,
LOS ANGELES,9002730A,4263,55,N,857,TOTAL,191,88,92,
LOS ANGELES,9002732A,4264,393,N,504,POLLING PLACE,119,47,60,
LOS ANGELES,9002732A,4264,393,N,,VBM PORTION,39,9,25,
LOS ANGELES,9002732A,4264,393,N,504,TOTAL,158,56,85,
LOS ANGELES,9002739A,6323,225,Y,,POLLING PLACE,,,,
LOS ANGELES,9002739A,6323,225,Y,,VBM PORTION,,,,
LOS ANGELES,9002739A,6323,225,Y,,TOTAL,,,,
LOS ANGELES,9002742A,6324,183,Y,30,POLLING PLACE,,,,
LOS ANGELES,9002742A,6324,183,Y,,VBM PORTION,4,1,2,
LOS ANGELES,9002742A,6324,183,Y,30,TOTAL,4,1,2,
LOS ANGELES,9002745A,4265,98,N,1226,POLLING PLACE,399,81,294,
LOS ANGELES,9002745A,4265,98,N,,VBM PORTION,81,19,60,
LOS ANGELES,9002745A,4265,98,N,1226,TOTAL,480,100,354,
LOS ANGELES,9002754A,4266,121,N,681,POLLING PLACE,93,14,70,
LOS ANGELES,9002754A,4266,121,N,,VBM PORTION,39,15,20,
LOS ANGELES,9002754A,4266,121,N,681,TOTAL,132,29,90,
LOS ANGELES,9002766A,4267,183,N,695,POLLING PLACE,114,44,55,
LOS ANGELES,9002766A,4267,183,N,,VBM PORTION,63,21,35,
LOS ANGELES,9002766A,4267,183,N,695,TOTAL,177,65,90,
LOS ANGELES,9002767A,6325,307,Y,,POLLING PLACE,,,,
LOS ANGELES,9002767A,6325,307,Y,,VBM PORTION,,,,
LOS ANGELES,9002767A,6325,307,Y,,TOTAL,,,,
LOS ANGELES,9002768A,4268,308,N,108,POLLING PLACE,12,2,9,
LOS ANGELES,9002768A,4268,308,N,,VBM PORTION,,,,
LOS ANGELES,9002768A,4268,308,N,108,TOTAL,12,2,9,
LOS ANGELES,9002772A,4269,115,N,846,POLLING PLACE,166,90,66,
LOS ANGELES,9002772A,4269,115,N,,VBM PORTION,67,28,32,
LOS ANGELES,9002772A,4269,115,N,846,TOTAL,233,118,98,
LOS ANGELES,9002780A,4270,198,N,1217,POLLING PLACE,303,48,233,
LOS ANGELES,9002780A,4270,198,N,,VBM PORTION,83,15,65,
LOS ANGELES,9002780A,4270,198,N,1217,TOTAL,386,63,298,
LOS ANGELES,9002786A,4271,179,N,1114,POLLING PLACE,217,45,151,
LOS ANGELES,9002786A,4271,179,N,,VBM PORTION,97,22,71,
LOS ANGELES,9002786A,4271,179,N,1114,TOTAL,314,67,222,
LOS ANGELES,9002787A,4272,308,N,321,POLLING PLACE,27,3,22,
LOS ANGELES,9002787A,4272,308,N,,VBM PORTION,16,2,9,
LOS ANGELES,9002787A,4272,308,N,321,TOTAL,43,5,31,
LOS ANGELES,9002788A,4273,309,N,734,POLLING PLACE,70,9,54,
LOS ANGELES,9002788A,4273,309,N,,VBM PORTION,20,4,14,
LOS ANGELES,9002788A,4273,309,N,734,TOTAL,90,13,68,
LOS ANGELES,9002789A,6326,308,Y,3,POLLING PLACE,,,,
LOS ANGELES,9002789A,6326,308,Y,,VBM PORTION,,,,
LOS ANGELES,9002789A,6326,308,Y,3,TOTAL,,,,
LOS ANGELES,9002796A,4274,70,N,666,POLLING PLACE,140,83,54,
LOS ANGELES,9002796A,4274,70,N,,VBM PORTION,46,29,16,
LOS ANGELES,9002796A,4274,70,N,666,TOTAL,186,112,70,
LOS ANGELES,9002803A,4275,121,N,541,POLLING PLACE,34,7,24,
LOS ANGELES,9002803A,4275,121,N,,VBM PORTION,16,2,12,
LOS ANGELES,9002803A,4275,121,N,541,TOTAL,50,9,36,
LOS ANGELES,9002804A,6327,115,Y,10,POLLING PLACE,,,,
LOS ANGELES,9002804A,6327,115,Y,,VBM PORTION,,,,
LOS ANGELES,9002804A,6327,115,Y,10,TOTAL,,,,
LOS ANGELES,9002807A,4276,121,N,425,POLLING PLACE,59,9,46,
LOS ANGELES,9002807A,4276,121,N,,VBM PORTION,18,6,12,
LOS ANGELES,9002807A,4276,121,N,425,TOTAL,77,15,58,
LOS ANGELES,9002809A,4277,200,N,975,POLLING PLACE,229,57,163,
LOS ANGELES,9002809A,4277,200,N,,VBM PORTION,61,13,42,
LOS ANGELES,9002809A,4277,200,N,975,TOTAL,290,70,205,
LOS ANGELES,9002811A,4278,59,N,1069,POLLING PLACE,142,28,107,
LOS ANGELES,9002811A,4278,59,N,,VBM PORTION,37,9,26,
LOS ANGELES,9002811A,4278,59,N,1069,TOTAL,179,37,133,
LOS ANGELES,9002813C,4279,200,N,863,POLLING PLACE,134,24,95,
LOS ANGELES,9002813C,4279,200,N,,VBM PORTION,40,10,26,
LOS ANGELES,9002813C,4279,200,N,863,TOTAL,174,34,121,
LOS ANGELES,9002821A,4280,310,N,475,POLLING PLACE,61,13,44,
LOS ANGELES,9002821A,4280,310,N,,VBM PORTION,8,1,6,
LOS ANGELES,9002821A,4280,310,N,475,TOTAL,69,14,50,
LOS ANGELES,9002822A,6328,307,Y,,POLLING PLACE,,,,
LOS ANGELES,9002822A,6328,307,Y,,VBM PORTION,,,,
LOS ANGELES,9002822A,6328,307,Y,,TOTAL,,,,
LOS ANGELES,9002824A,4281,55,N,1144,POLLING PLACE,170,37,121,
LOS ANGELES,9002824A,4281,55,N,,VBM PORTION,45,9,33,
LOS ANGELES,9002824A,4281,55,N,1144,TOTAL,215,46,154,
LOS ANGELES,9002828E,4282,54,N,998,POLLING PLACE,267,126,121,
LOS ANGELES,9002828E,4282,54,N,,VBM PORTION,91,47,39,
LOS ANGELES,9002828E,4282,54,N,998,TOTAL,358,173,160,
LOS ANGELES,9002829A,6329,216,Y,42,POLLING PLACE,,,,
LOS ANGELES,9002829A,6329,216,Y,,VBM PORTION,3,3,,
LOS ANGELES,9002829A,6329,216,Y,42,TOTAL,3,3,,
LOS ANGELES,9002835A,4283,214,N,913,POLLING PLACE,106,25,75,
LOS ANGELES,9002835A,4283,214,N,,VBM PORTION,51,12,32,
LOS ANGELES,9002835A,4283,214,N,913,TOTAL,157,37,107,
LOS ANGELES,9002839A,4284,214,N,389,POLLING PLACE,29,5,23,
LOS ANGELES,9002839A,4284,214,N,,VBM PORTION,30,12,16,
LOS ANGELES,9002839A,4284,214,N,389,TOTAL,59,17,39,
LOS ANGELES,9002840A,6330,186,Y,64,POLLING PLACE,,,,
LOS ANGELES,9002840A,6330,186,Y,,VBM PORTION,5,1,4,
LOS ANGELES,9002840A,6330,186,Y,64,TOTAL,5,1,4,
LOS ANGELES,9002843A,4285,200,N,1020,POLLING PLACE,88,20,61,
LOS ANGELES,9002843A,4285,200,N,,VBM PORTION,40,8,26,
LOS ANGELES,9002843A,4285,200,N,1020,TOTAL,128,28,87,
LOS ANGELES,9002843C,6331,199,Y,,POLLING PLACE,,,,
LOS ANGELES,9002843C,6331,199,Y,,VBM PORTION,,,,
LOS ANGELES,9002843C,6331,199,Y,,TOTAL,,,,
LOS ANGELES,9002851A,4286,125,N,929,POLLING PLACE,204,58,129,
LOS ANGELES,9002851A,4286,125,N,,VBM PORTION,64,18,39,
LOS ANGELES,9002851A,4286,125,N,929,TOTAL,268,76,168,
LOS ANGELES,9002863A,4287,320,N,732,POLLING PLACE,178,28,122,
LOS ANGELES,9002863A,4287,320,N,,VBM PORTION,38,12,23,
LOS ANGELES,9002863A,4287,320,N,732,TOTAL,216,40,145,
LOS ANGELES,9002865A,6332,186,Y,91,POLLING PLACE,,,,
LOS ANGELES,9002865A,6332,186,Y,,VBM PORTION,9,2,7,
LOS ANGELES,9002865A,6332,186,Y,91,TOTAL,9,2,7,
LOS ANGELES,9002873B,4288,125,N,1088,POLLING PLACE,199,44,132,
LOS ANGELES,9002873B,4288,125,N,,VBM PORTION,63,12,47,
LOS ANGELES,9002873B,4288,125,N,1088,TOTAL,262,56,179,
LOS ANGELES,9002877C,6333,180,Y,,POLLING PLACE,,,,
LOS ANGELES,9002877C,6333,180,Y,,VBM PORTION,,,,
LOS ANGELES,9002877C,6333,180,Y,,TOTAL,,,,
LOS ANGELES,9002879A,6334,235,Y,,POLLING PLACE,,,,
LOS ANGELES,9002879A,6334,235,Y,,VBM PORTION,,,,
LOS ANGELES,9002879A,6334,235,Y,,TOTAL,,,,
LOS ANGELES,9002880A,6335,218,Y,,POLLING PLACE,,,,
LOS ANGELES,9002880A,6335,218,Y,,VBM PORTION,,,,
LOS ANGELES,9002880A,6335,218,Y,,TOTAL,,,,
LOS ANGELES,9002888A,4289,55,N,1048,POLLING PLACE,168,37,113,
LOS ANGELES,9002888A,4289,55,N,,VBM PORTION,31,6,24,
LOS ANGELES,9002888A,4289,55,N,1048,TOTAL,199,43,137,
LOS ANGELES,9002889A,4290,228,N,745,POLLING PLACE,188,50,124,
LOS ANGELES,9002889A,4290,228,N,,VBM PORTION,40,8,28,
LOS ANGELES,9002889A,4290,228,N,745,TOTAL,228,58,152,
LOS ANGELES,9002890A,4291,228,N,1176,POLLING PLACE,194,48,134,
LOS ANGELES,9002890A,4291,228,N,,VBM PORTION,80,16,52,
LOS ANGELES,9002890A,4291,228,N,1176,TOTAL,274,64,186,
LOS ANGELES,9002892A,4292,33,N,1048,POLLING PLACE,211,93,100,
LOS ANGELES,9002892A,4292,33,N,,VBM PORTION,51,25,21,
LOS ANGELES,9002892A,4292,33,N,1048,TOTAL,262,118,121,
LOS ANGELES,9002893A,4293,228,N,1201,POLLING PLACE,222,57,154,
LOS ANGELES,9002893A,4293,228,N,,VBM PORTION,77,20,53,
LOS ANGELES,9002893A,4293,228,N,1201,TOTAL,299,77,207,
LOS ANGELES,9002894A,4294,55,N,1053,POLLING PLACE,177,29,128,
LOS ANGELES,9002894A,4294,55,N,,VBM PORTION,46,13,33,
LOS ANGELES,9002894A,4294,55,N,1053,TOTAL,223,42,161,
LOS ANGELES,9002900A,4295,226,N,1433,POLLING PLACE,186,81,79,
LOS ANGELES,9002900A,4295,226,N,,VBM PORTION,368,138,195,
LOS ANGELES,9002900A,4295,226,N,1433,TOTAL,554,219,274,
LOS ANGELES,9002903B,4296,55,N,986,POLLING PLACE,135,26,97,
LOS ANGELES,9002903B,4296,55,N,,VBM PORTION,31,7,22,
LOS ANGELES,9002903B,4296,55,N,986,TOTAL,166,33,119,
LOS ANGELES,9002907A,4297,183,N,449,POLLING PLACE,86,53,28,
LOS ANGELES,9002907A,4297,183,N,,VBM PORTION,80,48,26,
LOS ANGELES,9002907A,4297,183,N,449,TOTAL,166,101,54,
LOS ANGELES,9002908A,4298,309,N,1178,POLLING PLACE,155,6,141,
LOS ANGELES,9002908A,4298,309,N,,VBM PORTION,46,,42,
LOS ANGELES,9002908A,4298,309,N,1178,TOTAL,201,6,183,
LOS ANGELES,9002910A,4299,360,N,779,POLLING PLACE,148,19,123,
LOS ANGELES,9002910A,4299,360,N,,VBM PORTION,39,10,27,
LOS ANGELES,9002910A,4299,360,N,779,TOTAL,187,29,150,
LOS ANGELES,9002913A,4300,228,N,1149,POLLING PLACE,235,62,153,
LOS ANGELES,9002913A,4300,228,N,,VBM PORTION,59,13,42,
LOS ANGELES,9002913A,4300,228,N,1149,TOTAL,294,75,195,
LOS ANGELES,9002917A,4301,228,N,695,POLLING PLACE,167,57,105,
LOS ANGELES,9002917A,4301,228,N,,VBM PORTION,67,28,31,
LOS ANGELES,9002917A,4301,228,N,695,TOTAL,234,85,136,
LOS ANGELES,9002917D,4302,228,N,725,POLLING PLACE,214,76,132,
LOS ANGELES,9002917D,4302,228,N,,VBM PORTION,65,18,43,
LOS ANGELES,9002917D,4302,228,N,725,TOTAL,279,94,175,
LOS ANGELES,9002921A,4303,320,N,674,POLLING PLACE,165,43,119,
LOS ANGELES,9002921A,4303,320,N,,VBM PORTION,50,14,34,
LOS ANGELES,9002921A,4303,320,N,674,TOTAL,215,57,153,
LOS ANGELES,9002927A,4304,309,N,918,POLLING PLACE,146,18,121,
LOS ANGELES,9002927A,4304,309,N,,VBM PORTION,29,4,20,
LOS ANGELES,9002927A,4304,309,N,918,TOTAL,175,22,141,
LOS ANGELES,9002929A,4305,316,N,710,POLLING PLACE,89,7,67,
LOS ANGELES,9002929A,4305,316,N,,VBM PORTION,12,2,10,
LOS ANGELES,9002929A,4305,316,N,710,TOTAL,101,9,77,
LOS ANGELES,9002952A,4306,214,N,1157,POLLING PLACE,159,20,124,
LOS ANGELES,9002952A,4306,214,N,,VBM PORTION,63,18,40,
LOS ANGELES,9002952A,4306,214,N,1157,TOTAL,222,38,164,
LOS ANGELES,9002954A,4307,228,N,1122,POLLING PLACE,193,46,132,
LOS ANGELES,9002954A,4307,228,N,,VBM PORTION,105,24,76,
LOS ANGELES,9002954A,4307,228,N,1122,TOTAL,298,70,208,
LOS ANGELES,9002968A,4308,54,N,1131,POLLING PLACE,251,156,77,
LOS ANGELES,9002968A,4308,54,N,,VBM PORTION,109,64,40,
LOS ANGELES,9002968A,4308,54,N,1131,TOTAL,360,220,117,
LOS ANGELES,9002988A,4309,59,N,1105,POLLING PLACE,170,28,129,
LOS ANGELES,9002988A,4309,59,N,,VBM PORTION,40,15,24,
LOS ANGELES,9002988A,4309,59,N,1105,TOTAL,210,43,153,
LOS ANGELES,9003029C,4310,358,N,1014,POLLING PLACE,110,9,92,
LOS ANGELES,9003029C,4310,358,N,,VBM PORTION,39,5,31,
LOS ANGELES,9003029C,4310,358,N,1014,TOTAL,149,14,123,
LOS ANGELES,9003036A,4311,228,N,827,POLLING PLACE,217,52,142,
LOS ANGELES,9003036A,4311,228,N,,VBM PORTION,57,15,38,
LOS ANGELES,9003036A,4311,228,N,827,TOTAL,274,67,180,
LOS ANGELES,9003050A,4312,228,N,750,POLLING PLACE,220,14,197,
LOS ANGELES,9003050A,4312,228,N,,VBM PORTION,41,11,27,
LOS ANGELES,9003050A,4312,228,N,750,TOTAL,261,25,224,
LOS ANGELES,9003055A,4313,54,N,1339,POLLING PLACE,381,197,167,
LOS ANGELES,9003055A,4313,54,N,,VBM PORTION,119,63,38,
LOS ANGELES,9003055A,4313,54,N,1339,TOTAL,500,260,205,
LOS ANGELES,9003072A,4314,327,N,906,POLLING PLACE,220,76,120,
LOS ANGELES,9003072A,4314,327,N,,VBM PORTION,86,37,42,
LOS ANGELES,9003072A,4314,327,N,906,TOTAL,306,113,162,
LOS ANGELES,9003077A,4315,220,N,1228,POLLING PLACE,21,3,15,
LOS ANGELES,9003077A,4315,220,N,,VBM PORTION,1,,1,
LOS ANGELES,9003077A,4315,220,N,1228,TOTAL,22,3,16,
LOS ANGELES,9003077C,4316,220,N,778,POLLING PLACE,141,30,82,
LOS ANGELES,9003077C,4316,220,N,,VBM PORTION,64,19,43,
LOS ANGELES,9003077C,4316,220,N,778,TOTAL,205,49,125,
LOS ANGELES,9003088A,4317,54,N,770,POLLING PLACE,156,65,68,
LOS ANGELES,9003088A,4317,54,N,,VBM PORTION,58,32,24,
LOS ANGELES,9003088A,4317,54,N,770,TOTAL,214,97,92,
LOS ANGELES,9003122A,4318,115,N,1187,POLLING PLACE,302,153,114,
LOS ANGELES,9003122A,4318,115,N,,VBM PORTION,136,67,62,
LOS ANGELES,9003122A,4318,115,N,1187,TOTAL,438,220,176,
LOS ANGELES,9003128A,4319,116,N,894,POLLING PLACE,206,114,76,
LOS ANGELES,9003128A,4319,116,N,,VBM PORTION,95,51,33,
