LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JEROME E HORTON,G RICK MARSHALL,
LOS ANGELES,9002105A,4012,228,N,847,TOTAL,229,206,13,
LOS ANGELES,9002107A,4013,228,N,1154,POLLING PLACE,302,263,21,
LOS ANGELES,9002107A,4013,228,N,,VBM PORTION,102,79,11,
LOS ANGELES,9002107A,4013,228,N,1154,TOTAL,404,342,32,
LOS ANGELES,9002108A,4014,214,N,778,POLLING PLACE,124,99,15,
LOS ANGELES,9002108A,4014,214,N,,VBM PORTION,39,31,7,
LOS ANGELES,9002108A,4014,214,N,778,TOTAL,163,130,22,
LOS ANGELES,9002110B,4015,228,N,829,POLLING PLACE,93,75,8,
LOS ANGELES,9002110B,4015,228,N,,VBM PORTION,23,18,,
LOS ANGELES,9002110B,4015,228,N,829,TOTAL,116,93,8,
LOS ANGELES,9002113A,4016,228,N,1013,POLLING PLACE,110,95,7,
LOS ANGELES,9002113A,4016,228,N,,VBM PORTION,30,21,3,
LOS ANGELES,9002113A,4016,228,N,1013,TOTAL,140,116,10,
LOS ANGELES,9002114A,4017,228,N,1036,POLLING PLACE,135,109,9,
LOS ANGELES,9002114A,4017,228,N,,VBM PORTION,34,32,1,
LOS ANGELES,9002114A,4017,228,N,1036,TOTAL,169,141,10,
LOS ANGELES,9002116A,4018,228,N,1118,POLLING PLACE,150,129,10,
LOS ANGELES,9002116A,4018,228,N,,VBM PORTION,38,35,,
LOS ANGELES,9002116A,4018,228,N,1118,TOTAL,188,164,10,
LOS ANGELES,9002117B,4019,228,N,808,POLLING PLACE,66,58,1,
LOS ANGELES,9002117B,4019,228,N,,VBM PORTION,21,21,,
LOS ANGELES,9002117B,4019,228,N,808,TOTAL,87,79,1,
LOS ANGELES,9002122A,4020,214,N,1107,POLLING PLACE,150,105,19,
LOS ANGELES,9002122A,4020,214,N,,VBM PORTION,53,34,13,
LOS ANGELES,9002122A,4020,214,N,1107,TOTAL,203,139,32,
LOS ANGELES,9002123A,4021,115,N,794,POLLING PLACE,133,69,44,
LOS ANGELES,9002123A,4021,115,N,,VBM PORTION,87,41,34,
LOS ANGELES,9002123A,4021,115,N,794,TOTAL,220,110,78,
LOS ANGELES,9002124B,4022,229,N,1195,POLLING PLACE,196,171,10,
LOS ANGELES,9002124B,4022,229,N,,VBM PORTION,54,40,7,
LOS ANGELES,9002124B,4022,229,N,1195,TOTAL,250,211,17,
LOS ANGELES,9002126B,4024,229,N,1016,POLLING PLACE,166,141,9,
LOS ANGELES,9002126B,4024,229,N,,VBM PORTION,44,40,,
LOS ANGELES,9002126B,4024,229,N,1016,TOTAL,210,181,9,
LOS ANGELES,9002127A,4025,229,N,756,POLLING PLACE,141,122,11,
LOS ANGELES,9002127A,4025,229,N,,VBM PORTION,36,30,3,
LOS ANGELES,9002127A,4025,229,N,756,TOTAL,177,152,14,
LOS ANGELES,9002128A,4026,229,N,1040,POLLING PLACE,239,211,7,
LOS ANGELES,9002128A,4026,229,N,,VBM PORTION,43,35,5,
LOS ANGELES,9002128A,4026,229,N,1040,TOTAL,282,246,12,
LOS ANGELES,9002128D,6290,231,Y,,POLLING PLACE,,,,
LOS ANGELES,9002128D,6290,231,Y,,VBM PORTION,,,,
LOS ANGELES,9002128D,6290,231,Y,,TOTAL,,,,
LOS ANGELES,9002129B,4027,229,N,1225,POLLING PLACE,235,186,21,
LOS ANGELES,9002129B,4027,229,N,,VBM PORTION,42,35,4,
LOS ANGELES,9002129B,4027,229,N,1225,TOTAL,277,221,25,
LOS ANGELES,9002132B,4029,229,N,936,POLLING PLACE,246,211,18,
LOS ANGELES,9002132B,4029,229,N,,VBM PORTION,57,49,3,
LOS ANGELES,9002132B,4029,229,N,936,TOTAL,303,260,21,
LOS ANGELES,9002135B,4030,229,N,1189,POLLING PLACE,178,148,16,
LOS ANGELES,9002135B,4030,229,N,,VBM PORTION,52,38,8,
LOS ANGELES,9002135B,4030,229,N,1189,TOTAL,230,186,24,
LOS ANGELES,9002136A,4031,229,N,1013,POLLING PLACE,175,145,22,
LOS ANGELES,9002136A,4031,229,N,,VBM PORTION,28,18,3,
LOS ANGELES,9002136A,4031,229,N,1013,TOTAL,203,163,25,
LOS ANGELES,9002137A,4032,229,N,1148,POLLING PLACE,123,109,6,
LOS ANGELES,9002137A,4032,229,N,,VBM PORTION,31,24,1,
LOS ANGELES,9002137A,4032,229,N,1148,TOTAL,154,133,7,
LOS ANGELES,9002140A,4033,229,N,1226,POLLING PLACE,140,114,10,
LOS ANGELES,9002140A,4033,229,N,,VBM PORTION,49,43,4,
LOS ANGELES,9002140A,4033,229,N,1226,TOTAL,189,157,14,
LOS ANGELES,9002143A,4034,229,N,1170,POLLING PLACE,141,109,14,
LOS ANGELES,9002143A,4034,229,N,,VBM PORTION,45,39,2,
LOS ANGELES,9002143A,4034,229,N,1170,TOTAL,186,148,16,
LOS ANGELES,9002144A,4035,229,N,991,POLLING PLACE,142,114,17,
LOS ANGELES,9002144A,4035,229,N,,VBM PORTION,42,37,2,
LOS ANGELES,9002144A,4035,229,N,991,TOTAL,184,151,19,
LOS ANGELES,9002146A,4036,214,N,1116,POLLING PLACE,198,149,29,
LOS ANGELES,9002146A,4036,214,N,,VBM PORTION,27,19,6,
LOS ANGELES,9002146A,4036,214,N,1116,TOTAL,225,168,35,
LOS ANGELES,9002150A,4037,309,N,1036,POLLING PLACE,137,117,6,
LOS ANGELES,9002150A,4037,309,N,,VBM PORTION,21,15,5,
LOS ANGELES,9002150A,4037,309,N,1036,TOTAL,158,132,11,
LOS ANGELES,9002153A,4038,309,N,1128,POLLING PLACE,163,129,10,
LOS ANGELES,9002153A,4038,309,N,,VBM PORTION,23,18,2,
LOS ANGELES,9002153A,4038,309,N,1128,TOTAL,186,147,12,
LOS ANGELES,9002154A,4039,228,N,576,POLLING PLACE,40,35,1,
LOS ANGELES,9002154A,4039,228,N,,VBM PORTION,25,20,,
LOS ANGELES,9002154A,4039,228,N,576,TOTAL,65,55,1,
LOS ANGELES,9002155A,4040,216,N,1285,POLLING PLACE,122,86,23,
LOS ANGELES,9002155A,4040,216,N,,VBM PORTION,182,95,37,
LOS ANGELES,9002155A,4040,216,N,1285,TOTAL,304,181,60,
LOS ANGELES,9002156A,4041,309,N,1063,POLLING PLACE,148,110,12,
LOS ANGELES,9002156A,4041,309,N,,VBM PORTION,28,18,7,
LOS ANGELES,9002156A,4041,309,N,1063,TOTAL,176,128,19,
LOS ANGELES,9002157A,4042,309,N,704,POLLING PLACE,91,72,12,
LOS ANGELES,9002157A,4042,309,N,,VBM PORTION,22,16,3,
LOS ANGELES,9002157A,4042,309,N,704,TOTAL,113,88,15,
LOS ANGELES,9002158A,4043,214,N,1341,POLLING PLACE,242,174,32,
LOS ANGELES,9002158A,4043,214,N,,VBM PORTION,59,44,11,
LOS ANGELES,9002158A,4043,214,N,1341,TOTAL,301,218,43,
LOS ANGELES,9002162A,4044,309,N,900,POLLING PLACE,143,113,10,
LOS ANGELES,9002162A,4044,309,N,,VBM PORTION,26,20,2,
LOS ANGELES,9002162A,4044,309,N,900,TOTAL,169,133,12,
LOS ANGELES,9002163A,4045,229,N,806,POLLING PLACE,123,103,6,
LOS ANGELES,9002163A,4045,229,N,,VBM PORTION,35,31,,
LOS ANGELES,9002163A,4045,229,N,806,TOTAL,158,134,6,
LOS ANGELES,9002166A,4046,309,N,861,POLLING PLACE,113,90,7,
LOS ANGELES,9002166A,4046,309,N,,VBM PORTION,25,22,2,
LOS ANGELES,9002166A,4046,309,N,861,TOTAL,138,112,9,
LOS ANGELES,9002167A,4047,229,N,1066,POLLING PLACE,165,138,12,
LOS ANGELES,9002167A,4047,229,N,,VBM PORTION,67,57,3,
LOS ANGELES,9002167A,4047,229,N,1066,TOTAL,232,195,15,
LOS ANGELES,9002169B,4048,200,N,1047,POLLING PLACE,203,145,37,
LOS ANGELES,9002169B,4048,200,N,,VBM PORTION,32,17,12,
LOS ANGELES,9002169B,4048,200,N,1047,TOTAL,235,162,49,
LOS ANGELES,9002171A,4049,99,N,724,POLLING PLACE,230,190,19,
LOS ANGELES,9002171A,4049,99,N,,VBM PORTION,63,41,15,
LOS ANGELES,9002171A,4049,99,N,724,TOTAL,293,231,34,
LOS ANGELES,9002176A,4050,59,N,743,POLLING PLACE,123,74,32,
LOS ANGELES,9002176A,4050,59,N,,VBM PORTION,62,42,13,
LOS ANGELES,9002176A,4050,59,N,743,TOTAL,185,116,45,
LOS ANGELES,9002177A,4051,330,N,920,POLLING PLACE,161,135,14,
LOS ANGELES,9002177A,4051,330,N,,VBM PORTION,41,31,3,
LOS ANGELES,9002177A,4051,330,N,920,TOTAL,202,166,17,
LOS ANGELES,9002178A,4052,309,N,798,POLLING PLACE,173,152,9,
LOS ANGELES,9002178A,4052,309,N,,VBM PORTION,40,32,3,
LOS ANGELES,9002178A,4052,309,N,798,TOTAL,213,184,12,
LOS ANGELES,9002179A,4053,309,N,798,POLLING PLACE,139,120,16,
LOS ANGELES,9002179A,4053,309,N,,VBM PORTION,28,22,3,
LOS ANGELES,9002179A,4053,309,N,798,TOTAL,167,142,19,
LOS ANGELES,9002180A,4054,327,N,939,POLLING PLACE,289,132,120,
LOS ANGELES,9002180A,4054,327,N,,VBM PORTION,91,38,42,
LOS ANGELES,9002180A,4054,327,N,939,TOTAL,380,170,162,
LOS ANGELES,9002181A,4055,234,N,1009,POLLING PLACE,128,95,15,
LOS ANGELES,9002181A,4055,234,N,,VBM PORTION,38,24,9,
LOS ANGELES,9002181A,4055,234,N,1009,TOTAL,166,119,24,
LOS ANGELES,9002182A,4056,234,N,1169,POLLING PLACE,278,206,53,
LOS ANGELES,9002182A,4056,234,N,,VBM PORTION,62,42,15,
LOS ANGELES,9002182A,4056,234,N,1169,TOTAL,340,248,68,
LOS ANGELES,9002185A,4057,327,N,942,POLLING PLACE,270,142,94,
LOS ANGELES,9002185A,4057,327,N,,VBM PORTION,75,39,28,
LOS ANGELES,9002185A,4057,327,N,942,TOTAL,345,181,122,
LOS ANGELES,9002189A,4058,327,N,905,POLLING PLACE,283,172,82,
LOS ANGELES,9002189A,4058,327,N,,VBM PORTION,62,35,23,
LOS ANGELES,9002189A,4058,327,N,905,TOTAL,345,207,105,
LOS ANGELES,9002192A,4059,200,N,1152,POLLING PLACE,256,175,56,
LOS ANGELES,9002192A,4059,200,N,,VBM PORTION,82,53,24,
LOS ANGELES,9002192A,4059,200,N,1152,TOTAL,338,228,80,
LOS ANGELES,9002193A,4060,228,N,550,POLLING PLACE,157,120,20,
LOS ANGELES,9002193A,4060,228,N,,VBM PORTION,36,30,3,
LOS ANGELES,9002193A,4060,228,N,550,TOTAL,193,150,23,
LOS ANGELES,9002194A,4061,327,N,1122,POLLING PLACE,227,135,72,
LOS ANGELES,9002194A,4061,327,N,,VBM PORTION,58,40,15,
LOS ANGELES,9002194A,4061,327,N,1122,TOTAL,285,175,87,
LOS ANGELES,9002199A,4062,327,N,1031,POLLING PLACE,152,117,24,
LOS ANGELES,9002199A,4062,327,N,,VBM PORTION,55,31,19,
LOS ANGELES,9002199A,4062,327,N,1031,TOTAL,207,148,43,
LOS ANGELES,9002207A,4063,330,N,1313,POLLING PLACE,245,206,16,
LOS ANGELES,9002207A,4063,330,N,,VBM PORTION,71,64,2,
LOS ANGELES,9002207A,4063,330,N,1313,TOTAL,316,270,18,
LOS ANGELES,9002210A,4064,200,N,945,POLLING PLACE,309,182,98,
LOS ANGELES,9002210A,4064,200,N,,VBM PORTION,62,31,22,
LOS ANGELES,9002210A,4064,200,N,945,TOTAL,371,213,120,
LOS ANGELES,9002211A,4065,309,N,1202,POLLING PLACE,220,189,16,
LOS ANGELES,9002211A,4065,309,N,,VBM PORTION,64,49,6,
LOS ANGELES,9002211A,4065,309,N,1202,TOTAL,284,238,22,
LOS ANGELES,9002214A,4066,309,N,1083,POLLING PLACE,268,215,26,
LOS ANGELES,9002214A,4066,309,N,,VBM PORTION,64,51,3,
LOS ANGELES,9002214A,4066,309,N,1083,TOTAL,332,266,29,
LOS ANGELES,9002219A,4067,309,N,952,POLLING PLACE,193,166,9,
LOS ANGELES,9002219A,4067,309,N,,VBM PORTION,36,29,1,
LOS ANGELES,9002219A,4067,309,N,952,TOTAL,229,195,10,
LOS ANGELES,9002222A,4068,59,N,1046,POLLING PLACE,145,108,22,
LOS ANGELES,9002222A,4068,59,N,,VBM PORTION,38,29,8,
LOS ANGELES,9002222A,4068,59,N,1046,TOTAL,183,137,30,
LOS ANGELES,9002225A,4069,179,N,948,POLLING PLACE,169,137,22,
LOS ANGELES,9002225A,4069,179,N,,VBM PORTION,52,35,9,
LOS ANGELES,9002225A,4069,179,N,948,TOTAL,221,172,31,
LOS ANGELES,9002231A,4070,183,N,947,POLLING PLACE,160,102,46,
LOS ANGELES,9002231A,4070,183,N,,VBM PORTION,62,31,26,
LOS ANGELES,9002231A,4070,183,N,947,TOTAL,222,133,72,
LOS ANGELES,9002232A,4071,183,N,990,POLLING PLACE,219,169,30,
LOS ANGELES,9002232A,4071,183,N,,VBM PORTION,36,26,7,
LOS ANGELES,9002232A,4071,183,N,990,TOTAL,255,195,37,
LOS ANGELES,9002234A,4072,183,N,820,POLLING PLACE,181,155,15,
LOS ANGELES,9002234A,4072,183,N,,VBM PORTION,30,21,7,
LOS ANGELES,9002234A,4072,183,N,820,TOTAL,211,176,22,
LOS ANGELES,9002237A,4073,183,N,712,POLLING PLACE,115,74,32,
LOS ANGELES,9002237A,4073,183,N,,VBM PORTION,47,28,10,
LOS ANGELES,9002237A,4073,183,N,712,TOTAL,162,102,42,
LOS ANGELES,9002238A,4074,183,N,1000,POLLING PLACE,240,168,55,
LOS ANGELES,9002238A,4074,183,N,,VBM PORTION,73,52,19,
LOS ANGELES,9002238A,4074,183,N,1000,TOTAL,313,220,74,
LOS ANGELES,9002238C,6291,184,Y,,POLLING PLACE,,,,
LOS ANGELES,9002238C,6291,184,Y,,VBM PORTION,,,,
LOS ANGELES,9002238C,6291,184,Y,,TOTAL,,,,
LOS ANGELES,9002239A,4075,183,N,360,POLLING PLACE,101,66,28,
LOS ANGELES,9002239A,4075,183,N,,VBM PORTION,30,14,8,
LOS ANGELES,9002239A,4075,183,N,360,TOTAL,131,80,36,
LOS ANGELES,9002247A,4076,186,N,786,POLLING PLACE,152,126,14,
LOS ANGELES,9002247A,4076,186,N,,VBM PORTION,55,36,16,
LOS ANGELES,9002247A,4076,186,N,786,TOTAL,207,162,30,
LOS ANGELES,9002248A,4077,200,N,1093,POLLING PLACE,244,174,49,
LOS ANGELES,9002248A,4077,200,N,,VBM PORTION,69,44,21,
LOS ANGELES,9002248A,4077,200,N,1093,TOTAL,313,218,70,
LOS ANGELES,9002250A,4078,183,N,842,POLLING PLACE,181,142,24,
LOS ANGELES,9002250A,4078,183,N,,VBM PORTION,49,33,8,
LOS ANGELES,9002250A,4078,183,N,842,TOTAL,230,175,32,
LOS ANGELES,9002251A,4079,183,N,244,POLLING PLACE,24,16,6,
LOS ANGELES,9002251A,4079,183,N,,VBM PORTION,15,13,2,
LOS ANGELES,9002251A,4079,183,N,244,TOTAL,39,29,8,
LOS ANGELES,9002251B,6292,184,Y,,POLLING PLACE,,,,
LOS ANGELES,9002251B,6292,184,Y,,VBM PORTION,,,,
LOS ANGELES,9002251B,6292,184,Y,,TOTAL,,,,
LOS ANGELES,9002252A,4080,183,N,990,POLLING PLACE,167,120,32,
LOS ANGELES,9002252A,4080,183,N,,VBM PORTION,64,35,15,
LOS ANGELES,9002252A,4080,183,N,990,TOTAL,231,155,47,
LOS ANGELES,9002256A,4081,72,N,1179,POLLING PLACE,265,115,124,
LOS ANGELES,9002256A,4081,72,N,,VBM PORTION,78,27,48,
LOS ANGELES,9002256A,4081,72,N,1179,TOTAL,343,142,172,
LOS ANGELES,9002262B,4082,183,N,968,POLLING PLACE,156,112,29,
LOS ANGELES,9002262B,4082,183,N,,VBM PORTION,59,47,7,
LOS ANGELES,9002262B,4082,183,N,968,TOTAL,215,159,36,
LOS ANGELES,9002264B,4083,53,N,482,POLLING PLACE,90,38,43,
LOS ANGELES,9002264B,4083,53,N,,VBM PORTION,48,22,18,
LOS ANGELES,9002264B,4083,53,N,482,TOTAL,138,60,61,
LOS ANGELES,9002265B,4084,183,N,959,POLLING PLACE,246,187,41,
LOS ANGELES,9002265B,4084,183,N,,VBM PORTION,68,46,15,
LOS ANGELES,9002265B,4084,183,N,959,TOTAL,314,233,56,
LOS ANGELES,9002270A,4087,183,N,1029,POLLING PLACE,194,155,19,
LOS ANGELES,9002270A,4087,183,N,,VBM PORTION,69,46,12,
LOS ANGELES,9002270A,4087,183,N,1029,TOTAL,263,201,31,
LOS ANGELES,9002271A,4088,183,N,960,POLLING PLACE,187,140,27,
LOS ANGELES,9002271A,4088,183,N,,VBM PORTION,82,54,17,
LOS ANGELES,9002271A,4088,183,N,960,TOTAL,269,194,44,
LOS ANGELES,9002273A,4089,183,N,898,POLLING PLACE,192,128,46,
LOS ANGELES,9002273A,4089,183,N,,VBM PORTION,60,34,23,
LOS ANGELES,9002273A,4089,183,N,898,TOTAL,252,162,69,
LOS ANGELES,9002279A,4090,183,N,1030,POLLING PLACE,198,141,40,
LOS ANGELES,9002279A,4090,183,N,,VBM PORTION,102,68,23,
LOS ANGELES,9002279A,4090,183,N,1030,TOTAL,300,209,63,
LOS ANGELES,9002280A,4091,183,N,1227,POLLING PLACE,219,160,38,
LOS ANGELES,9002280A,4091,183,N,,VBM PORTION,88,70,10,
LOS ANGELES,9002280A,4091,183,N,1227,TOTAL,307,230,48,
LOS ANGELES,9002283A,4093,186,N,1254,POLLING PLACE,329,239,64,
LOS ANGELES,9002283A,4093,186,N,,VBM PORTION,116,79,22,
LOS ANGELES,9002283A,4093,186,N,1254,TOTAL,445,318,86,
LOS ANGELES,9002285A,4094,228,N,853,POLLING PLACE,233,134,68,
LOS ANGELES,9002285A,4094,228,N,,VBM PORTION,104,49,38,
LOS ANGELES,9002285A,4094,228,N,853,TOTAL,337,183,106,
LOS ANGELES,9002287A,4095,186,N,1113,POLLING PLACE,266,196,37,
LOS ANGELES,9002287A,4095,186,N,,VBM PORTION,94,71,11,
LOS ANGELES,9002287A,4095,186,N,1113,TOTAL,360,267,48,
LOS ANGELES,9002298A,4097,228,N,1222,POLLING PLACE,256,215,19,
LOS ANGELES,9002298A,4097,228,N,,VBM PORTION,81,67,9,
LOS ANGELES,9002298A,4097,228,N,1222,TOTAL,337,282,28,
LOS ANGELES,9002299A,4098,228,N,889,POLLING PLACE,181,150,13,
LOS ANGELES,9002299A,4098,228,N,,VBM PORTION,44,38,3,
LOS ANGELES,9002299A,4098,228,N,889,TOTAL,225,188,16,
LOS ANGELES,9002301A,4099,59,N,1019,POLLING PLACE,140,94,33,
LOS ANGELES,9002301A,4099,59,N,,VBM PORTION,38,19,19,
LOS ANGELES,9002301A,4099,59,N,1019,TOTAL,178,113,52,
LOS ANGELES,9002302A,4100,228,N,925,POLLING PLACE,132,108,14,
LOS ANGELES,9002302A,4100,228,N,,VBM PORTION,47,44,2,
LOS ANGELES,9002302A,4100,228,N,925,TOTAL,179,152,16,
LOS ANGELES,9002303A,4101,228,N,1101,POLLING PLACE,224,186,25,
LOS ANGELES,9002303A,4101,228,N,,VBM PORTION,67,44,8,
LOS ANGELES,9002303A,4101,228,N,1101,TOTAL,291,230,33,
LOS ANGELES,9002305A,4102,59,N,1045,POLLING PLACE,147,107,27,
LOS ANGELES,9002305A,4102,59,N,,VBM PORTION,55,35,16,
LOS ANGELES,9002305A,4102,59,N,1045,TOTAL,202,142,43,
LOS ANGELES,9002306A,4103,228,N,1006,POLLING PLACE,206,167,17,
LOS ANGELES,9002306A,4103,228,N,,VBM PORTION,59,47,1,
LOS ANGELES,9002306A,4103,228,N,1006,TOTAL,265,214,18,
LOS ANGELES,9002307A,4104,115,N,1393,POLLING PLACE,171,99,49,
LOS ANGELES,9002307A,4104,115,N,,VBM PORTION,67,43,18,
LOS ANGELES,9002307A,4104,115,N,1393,TOTAL,238,142,67,
LOS ANGELES,9002316A,4107,228,N,1044,POLLING PLACE,194,154,19,
LOS ANGELES,9002316A,4107,228,N,,VBM PORTION,59,35,18,
LOS ANGELES,9002316A,4107,228,N,1044,TOTAL,253,189,37,
LOS ANGELES,9002319A,4108,59,N,1017,POLLING PLACE,157,108,37,
LOS ANGELES,9002319A,4108,59,N,,VBM PORTION,25,18,5,
LOS ANGELES,9002319A,4108,59,N,1017,TOTAL,182,126,42,
LOS ANGELES,9002322B,4111,228,N,1076,POLLING PLACE,180,140,15,
LOS ANGELES,9002322B,4111,228,N,,VBM PORTION,47,30,9,
LOS ANGELES,9002322B,4111,228,N,1076,TOTAL,227,170,24,
LOS ANGELES,9002323A,4112,228,N,926,POLLING PLACE,203,166,15,
LOS ANGELES,9002323A,4112,228,N,,VBM PORTION,48,36,4,
LOS ANGELES,9002323A,4112,228,N,926,TOTAL,251,202,19,
LOS ANGELES,9002324A,4113,228,N,973,POLLING PLACE,173,140,17,
LOS ANGELES,9002324A,4113,228,N,,VBM PORTION,49,40,4,
LOS ANGELES,9002324A,4113,228,N,973,TOTAL,222,180,21,
LOS ANGELES,9002329B,4114,228,N,1129,POLLING PLACE,147,122,12,
LOS ANGELES,9002329B,4114,228,N,,VBM PORTION,54,43,5,
LOS ANGELES,9002329B,4114,228,N,1129,TOTAL,201,165,17,
LOS ANGELES,9002330A,4115,228,N,1168,POLLING PLACE,248,206,21,
LOS ANGELES,9002330A,4115,228,N,,VBM PORTION,62,47,3,
LOS ANGELES,9002330A,4115,228,N,1168,TOTAL,310,253,24,
LOS ANGELES,9002332A,4116,385,N,745,POLLING PLACE,139,56,70,
LOS ANGELES,9002332A,4116,385,N,,VBM PORTION,74,38,28,
LOS ANGELES,9002332A,4116,385,N,745,TOTAL,213,94,98,
LOS ANGELES,9002333B,6293,233,Y,1,POLLING PLACE,,,,
LOS ANGELES,9002333B,6293,233,Y,,VBM PORTION,,,,
LOS ANGELES,9002333B,6293,233,Y,1,TOTAL,,,,
LOS ANGELES,9002333C,4117,228,N,783,POLLING PLACE,212,193,8,
LOS ANGELES,9002333C,4117,228,N,,VBM PORTION,55,44,4,
LOS ANGELES,9002333C,4117,228,N,783,TOTAL,267,237,12,
LOS ANGELES,9002334A,4118,228,N,1146,POLLING PLACE,369,310,30,
LOS ANGELES,9002334A,4118,228,N,,VBM PORTION,71,49,12,
LOS ANGELES,9002334A,4118,228,N,1146,TOTAL,440,359,42,
LOS ANGELES,9002334B,6294,233,Y,87,POLLING PLACE,,,,
LOS ANGELES,9002334B,6294,233,Y,,VBM PORTION,14,9,1,
LOS ANGELES,9002334B,6294,233,Y,87,TOTAL,14,9,1,
LOS ANGELES,9002337A,4119,228,N,1144,POLLING PLACE,146,127,13,
LOS ANGELES,9002337A,4119,228,N,,VBM PORTION,93,79,5,
LOS ANGELES,9002337A,4119,228,N,1144,TOTAL,239,206,18,
LOS ANGELES,9002338A,4120,368,N,886,POLLING PLACE,117,76,22,
LOS ANGELES,9002338A,4120,368,N,,VBM PORTION,37,28,9,
LOS ANGELES,9002338A,4120,368,N,886,TOTAL,154,104,31,
LOS ANGELES,9002339B,4121,228,N,1216,POLLING PLACE,198,156,27,
LOS ANGELES,9002339B,4121,228,N,,VBM PORTION,64,56,2,
LOS ANGELES,9002339B,4121,228,N,1216,TOTAL,262,212,29,
LOS ANGELES,9002341A,4122,329,N,983,POLLING PLACE,151,102,39,
LOS ANGELES,9002341A,4122,329,N,,VBM PORTION,90,37,37,
LOS ANGELES,9002341A,4122,329,N,983,TOTAL,241,139,76,
LOS ANGELES,9002342B,4123,228,N,979,POLLING PLACE,153,127,16,
LOS ANGELES,9002342B,4123,228,N,,VBM PORTION,55,47,4,
LOS ANGELES,9002342B,4123,228,N,979,TOTAL,208,174,20,
LOS ANGELES,9002343A,4124,228,N,1175,POLLING PLACE,140,106,20,
LOS ANGELES,9002343A,4124,228,N,,VBM PORTION,58,40,6,
LOS ANGELES,9002343A,4124,228,N,1175,TOTAL,198,146,26,
LOS ANGELES,9002344A,4125,311,N,1016,POLLING PLACE,125,90,18,
LOS ANGELES,9002344A,4125,311,N,,VBM PORTION,12,11,,
LOS ANGELES,9002344A,4125,311,N,1016,TOTAL,137,101,18,
LOS ANGELES,9002345A,4126,228,N,1142,POLLING PLACE,94,75,7,
LOS ANGELES,9002345A,4126,228,N,,VBM PORTION,39,30,5,
LOS ANGELES,9002345A,4126,228,N,1142,TOTAL,133,105,12,
LOS ANGELES,9002348A,4127,228,N,534,POLLING PLACE,64,57,4,
LOS ANGELES,9002348A,4127,228,N,,VBM PORTION,19,15,3,
LOS ANGELES,9002348A,4127,228,N,534,TOTAL,83,72,7,
LOS ANGELES,9002349A,4128,200,N,1113,POLLING PLACE,172,127,29,
LOS ANGELES,9002349A,4128,200,N,,VBM PORTION,46,40,3,
LOS ANGELES,9002349A,4128,200,N,1113,TOTAL,218,167,32,
LOS ANGELES,9002350A,4129,315,N,457,POLLING PLACE,55,44,5,
LOS ANGELES,9002350A,4129,315,N,,VBM PORTION,6,5,,
LOS ANGELES,9002350A,4129,315,N,457,TOTAL,61,49,5,
LOS ANGELES,9002353B,4130,200,N,1148,POLLING PLACE,205,144,46,
LOS ANGELES,9002353B,4130,200,N,,VBM PORTION,43,34,9,
LOS ANGELES,9002353B,4130,200,N,1148,TOTAL,248,178,55,
LOS ANGELES,9002356A,4131,228,N,769,POLLING PLACE,256,224,18,
LOS ANGELES,9002356A,4131,228,N,,VBM PORTION,72,56,9,
LOS ANGELES,9002356A,4131,228,N,769,TOTAL,328,280,27,
LOS ANGELES,9002357B,4132,228,N,1146,POLLING PLACE,150,120,24,
LOS ANGELES,9002357B,4132,228,N,,VBM PORTION,46,38,3,
LOS ANGELES,9002357B,4132,228,N,1146,TOTAL,196,158,27,
LOS ANGELES,9002358A,4133,228,N,1368,POLLING PLACE,329,217,64,
LOS ANGELES,9002358A,4133,228,N,,VBM PORTION,182,91,59,
LOS ANGELES,9002358A,4133,228,N,1368,TOTAL,511,308,123,
LOS ANGELES,9002362C,4134,228,N,1156,POLLING PLACE,261,191,43,
LOS ANGELES,9002362C,4134,228,N,,VBM PORTION,83,50,25,
LOS ANGELES,9002362C,4134,228,N,1156,TOTAL,344,241,68,
LOS ANGELES,9002364A,4135,216,N,660,POLLING PLACE,88,63,14,
LOS ANGELES,9002364A,4135,216,N,,VBM PORTION,9,5,4,
LOS ANGELES,9002364A,4135,216,N,660,TOTAL,97,68,18,
LOS ANGELES,9002368A,4136,228,N,1144,POLLING PLACE,192,139,36,
LOS ANGELES,9002368A,4136,228,N,,VBM PORTION,68,52,10,
LOS ANGELES,9002368A,4136,228,N,1144,TOTAL,260,191,46,
LOS ANGELES,9002370A,4137,228,N,966,POLLING PLACE,247,177,52,
LOS ANGELES,9002370A,4137,228,N,,VBM PORTION,46,31,8,
LOS ANGELES,9002370A,4137,228,N,966,TOTAL,293,208,60,
LOS ANGELES,9002373A,4138,228,N,875,POLLING PLACE,187,150,17,
LOS ANGELES,9002373A,4138,228,N,,VBM PORTION,34,24,4,
LOS ANGELES,9002373A,4138,228,N,875,TOTAL,221,174,21,
LOS ANGELES,9002375A,4139,228,N,779,POLLING PLACE,113,88,18,
LOS ANGELES,9002375A,4139,228,N,,VBM PORTION,29,20,3,
LOS ANGELES,9002375A,4139,228,N,779,TOTAL,142,108,21,
LOS ANGELES,9002377A,4140,228,N,1135,POLLING PLACE,201,151,25,
LOS ANGELES,9002377A,4140,228,N,,VBM PORTION,73,53,18,
LOS ANGELES,9002377A,4140,228,N,1135,TOTAL,274,204,43,
